"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","platform_id","contact_name","contact_email","contact_phone","contact_fax","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","metastatic tumor site:ch1","primary tumor site:ch1"
"GSM461752","Breast06_(Breast_to_Lymph_node)","GSM461752","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Breast (primary site) to Lymph node (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Breast","metastatic tumor site: Lymph Node","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461752/suppl/GSM461752.CEL.gz","54613","Lymph Node","Breast"
"GSM461753","Breast07_(Breast_to_Lymph_node)","GSM461753","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Breast (primary site) to Lymph node (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Breast","metastatic tumor site: Lymph Node","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461753/suppl/GSM461753.CEL.gz","54613","Lymph Node","Breast"
"GSM461754","Breast08_(Breast_to_Lymph_node)","GSM461754","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Breast (primary site) to Lymph node (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Breast","metastatic tumor site: Lymph Node","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461754/suppl/GSM461754.CEL.gz","54613","Lymph Node","Breast"
"GSM461755","Breast09_(Breast_to_Lymph_node)","GSM461755","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Breast (primary site) to Lymph node (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Breast","metastatic tumor site: Lymph Node","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461755/suppl/GSM461755.CEL.gz","54613","Lymph Node","Breast"
"GSM461756","Breast10_(Breast_to_Lymph_node)","GSM461756","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Breast (primary site) to Lymph node (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Breast","metastatic tumor site: Lymph Node","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461756/suppl/GSM461756.CEL.gz","54613","Lymph Node","Breast"
"GSM461757","GEJunction02_(GE_Junction_to_Liver)","GSM461757","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","GE Junction (primary site) to Liver (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: GE junction","metastatic tumor site: Liver","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461757/suppl/GSM461757.CEL.gz","54613","Liver","GE junction"
"GSM461758","Colon12_(Colon_to_Liver)","GSM461758","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Liver (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Liver","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461758/suppl/GSM461758.CEL.gz","54613","Liver","Colon"
"GSM461759","Colon13_(Colon_to_Liver)","GSM461759","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Liver (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Liver","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461759/suppl/GSM461759.CEL.gz","54613","Liver","Colon"
"GSM461760","Colon14_(Colon_to_Liver)","GSM461760","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Liver (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Liver","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461760/suppl/GSM461760.CEL.gz","54613","Liver","Colon"
"GSM461761","Colon15_(Colon_to_Liver)","GSM461761","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Liver (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Liver","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461761/suppl/GSM461761.CEL.gz","54613","Liver","Colon"
"GSM461762","Colon16_(Colon_to_Liver)","GSM461762","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Liver (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Liver","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461762/suppl/GSM461762.CEL.gz","54613","Liver","Colon"
"GSM461763","Colon17_(Colon_to_Liver)","GSM461763","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Liver (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Liver","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461763/suppl/GSM461763.CEL.gz","54613","Liver","Colon"
"GSM461764","Colon18_(Colon_to_Lung)","GSM461764","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Lung (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Lung","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461764/suppl/GSM461764.CEL.gz","54613","Lung","Colon"
"GSM461765","Colon19_(Colon_to_Colon)","GSM461765","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Colon (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Colon","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461765/suppl/GSM461765.CEL.gz","54613","Colon","Colon"
"GSM461766","Breast11_(Breast_to_Liver)","GSM461766","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Breast (primary site) to Liver (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Breast","metastatic tumor site: Liver","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461766/suppl/GSM461766.CEL.gz","54613","Liver","Breast"
"GSM461767","Colon20_(Colon_to_Liver)","GSM461767","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Liver (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Liver","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461767/suppl/GSM461767.CEL.gz","54613","Liver","Colon"
"GSM461768","Colon21_(Colon_to_Colon,Left)","GSM461768","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Colon,Left (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Colon, left","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461768/suppl/GSM461768.CEL.gz","54613","Colon, left","Colon"
"GSM461769","Colon22_(Colon_to_Liver)","GSM461769","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Liver (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Liver","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461769/suppl/GSM461769.CEL.gz","54613","Liver","Colon"
"GSM461770","Colon23_(Colon_to_Liver)","GSM461770","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Liver (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Liver","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461770/suppl/GSM461770.CEL.gz","54613","Liver","Colon"
"GSM461771","Colon24_(Colon_to_Liver)","GSM461771","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Liver (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Liver","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461771/suppl/GSM461771.CEL.gz","54613","Liver","Colon"
"GSM461772","Colon25_(Colon_to_Lung)","GSM461772","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Lung (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Lung","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461772/suppl/GSM461772.CEL.gz","54613","Lung","Colon"
