,sampleid,sample.type,tumor.type,patientid,subtype,cancertype,tsne_0,tsne_1,tsne_2,umap_0,umap_1,umap_2
TCGA-98-8022-01,TCGA.98.8022.01A.11R.2247.07,01,LUSC,,,,-21.51774496091218,-23.04051397608074,8.097638912895302,-3.4655858629529543,0.7866552679996526,-6.659510179094747
TCGA-34-8455-01,TCGA.34.8455.01A.11R.2326.07,01,LUSC,,,,-24.733774074145714,-24.589566281917595,7.651592101893502,-3.5286306880197644,0.8457765433348275,-6.657142074503375
TCGA-63-A5MI-01,TCGA.63.A5MI.01A.12R.A27Q.07,01,LUSC,,,,-24.528849294666546,-26.726511698711125,6.1718521283462975,-3.7389769680698657,0.9715858125381379,-6.9134887369535205
TCGA-37-5819-01,TCGA.37.5819.01A.01R.1635.07,01,LUSC,TCGA-37-5819,Primitive,Lung squamous,0.5218624526725711,-33.10823868705686,27.115314387610507,3.788377343902193,1.642008582344888,-10.812210813136216
TCGA-58-8388-01,TCGA.58.8388.01A.11R.2326.07,01,LUSC,,,,-23.078907602827197,-19.041981564611643,6.8912139922068825,-3.4996641282000107,0.6264325243915971,-6.3168294994579455
TCGA-22-1017-01,TCGA.22.1017.01A.01R.0692.07,01,LUSC,,,,-3.608346465818277,-26.184537141612125,25.865633037657563,4.215952091653383,1.0721405206126924,-10.729346972536044
TCGA-33-6737-11,TCGA.33.6737.11A.01R.1820.07,11,LUSC,,,,5.819544127975688,-28.286994678093173,28.351194638253094,3.127782979213638,1.0374291522472843,-10.34935479402378
TCGA-34-5231-01,TCGA.34.5231.01A.21R.1820.07,01,LUSC,TCGA-34-5231,Primitive,Lung squamous,-21.234402753353976,-23.618752698763576,0.8335631293544624,-4.006948248792717,1.1145723469383542,-6.430043867613061
TCGA-98-A53H-01,TCGA.98.A53H.01A.12R.A262.07,01,LUSC,,,,-21.688970822052344,-24.87687610912264,8.964158048521064,-3.4998214880920755,0.8903180950691411,-6.73976923136601
TCGA-56-8629-01,TCGA.56.8629.01A.11R.2403.07,01,LUSC,,,,-22.12144541155642,-21.565440596120936,2.409688418441389,-3.8652029131613723,1.0600684752336422,-6.465076782483109
TCGA-85-6798-01,TCGA.85.6798.01A.11R.1949.07,01,LUSC,,,,-24.233300820124583,-26.711295241360528,-3.5918195374403226,-4.235142200674578,1.4312846626901432,-5.895530031135752
TCGA-58-A46L-01,TCGA.58.A46L.01A.11R.A24H.07,01,LUSC,,,,-21.832092315763973,-24.128766671262785,-0.5189813061409402,-4.190690166428307,1.1348391781235356,-6.1403590228793545
TCGA-63-A5MR-01,TCGA.63.A5MR.01A.31R.A27Q.07,01,LUSC,,,,-21.35526771460612,-20.789519395650114,-7.426221612247796,-4.2115484032978845,1.0425078970066117,-5.465280857596863
TCGA-43-7658-01,TCGA.43.7658.01A.11R.2125.07,01,LUSC,,,,-18.58354732372714,-14.439515477145388,12.874183029950778,-3.35755995707672,0.1224782163259446,-5.967439229563944
TCGA-66-2800-01,TCGA.66.2800.01A.01R.1201.07,01,LUSC,TCGA-66-2800,Classical,Lung squamous,-21.797918538530148,-25.317246918216703,5.188092730042234,-3.870720852563837,1.178419805751082,-6.723444674038665
TCGA-68-7757-01,TCGA.68.7757.01B.11R.2296.07,01,LUSC,,,,-24.384518491507453,-25.73743760549789,8.47935644951508,-3.585654581583177,0.9103629095704056,-6.758519898939465
TCGA-56-8309-01,TCGA.56.8309.01A.11R.2296.07,01,LUSC,,,,-23.815007525609616,-18.63595844438098,6.695388342096118,-3.490560911623773,0.5571155105345861,-6.167934030252067
TCGA-77-A5FZ-01,TCGA.77.A5FZ.01A.31R.A27Q.07,01,LUSC,,,,-0.8824406396795279,-27.482235642123772,25.13247652435398,3.849391045883613,1.1493945900614622,-10.515713255859689
TCGA-43-A56V-01,TCGA.43.A56V.01A.11R.A26W.07,01,LUSC,,,,-23.59569086397182,-25.755171336087496,6.274703115264472,-3.7195958555210957,1.0052534338490833,-6.785673161127316
TCGA-85-A53L-01,TCGA.85.A53L.01A.21R.A26W.07,01,LUSC,,,,-22.102702373204075,-24.08504570883548,4.522641907696539,-3.8236438651470426,1.0169928436600855,-6.636812659889402
TCGA-60-2716-01,TCGA.60.2716.01A.01R.0851.07,01,LUSC,,,,-23.69804616187326,-27.19834027970067,7.842887619259961,-3.651361361482326,0.9912286057487247,-6.879454017180767
TCGA-22-1000-01,TCGA.22.1000.01A.01R.A32Z.07,01,LUSC,,,,-22.196193187480908,-24.781905148648146,8.053879565253,-3.53203737712464,0.9040030707134206,-6.764199766695906
TCGA-68-8251-01,TCGA.68.8251.01A.11R.2296.07,01,LUSC,,,,-24.2819367379633,-17.546560705480974,6.220408482665091,-3.4771878645387657,0.4589901664009752,-5.989737779683293
TCGA-56-6545-01,TCGA.56.6545.01A.11R.1820.07,01,LUSC,TCGA-56-6545,Secretory,Lung squamous,-23.252863980681163,-21.404988188210048,5.757878988326248,-3.570117307348524,0.749072493811879,-6.422881514662126
TCGA-56-8309-11,TCGA.56.8309.11A.01R.2296.07,11,LUSC,,,,5.112518602463428,-28.412414758827016,28.82732329619732,3.131288253405,1.0563682226383493,-10.357533817629973
TCGA-60-2708-01,TCGA.60.2708.01A.01R.0851.07,01,LUSC,TCGA-60-2708,Basal,Lung squamous,-23.42044783557405,-22.738738687944988,4.006042648757769,-3.8543135526680996,1.0231305229506178,-6.608202923270169
TCGA-18-3415-01,TCGA.18.3415.01A.01R.0980.07,01,LUSC,TCGA-18-3415,Classical,Lung squamous,-22.425805803906915,-25.313413578790826,2.495391754518345,-4.059269324478622,1.215050323769157,-6.473739633036478
TCGA-56-7579-01,TCGA.56.7579.01A.11R.2045.07,01,LUSC,,,,-20.400020751890395,-25.111663124087112,-2.5787976269675723,-4.27513622781238,1.1594614528972347,-6.006817269429687
TCGA-66-2781-01,TCGA.66.2781.01A.01R.0851.07,01,LUSC,TCGA-66-2781,Basal,Lung squamous,-23.54529232633048,-24.69277827368487,4.718379900280187,-3.8655334871693277,1.0601912896172823,-6.720788935679201
TCGA-51-4080-01,TCGA.51.4080.01A.01R.1100.07,01,LUSC,TCGA-51-4080,Classical,Lung squamous,-21.27347344526271,-27.79578701166991,2.5520261495541874,-4.041098302219488,1.2267685026659465,-6.517577264670011
TCGA-39-5028-01,TCGA.39.5028.01A.01R.1443.07,01,LUSC,TCGA-39-5028,Basal,Lung squamous,-22.05341765744257,-25.03871655209801,8.371556316504828,-3.55098540812335,0.9157324841409906,-6.757940003271714
TCGA-63-5131-01,TCGA.63.5131.01A.01R.1443.07,01,LUSC,TCGA-63-5131,Primitive,Lung squamous,-24.397740840722733,-27.60088358447162,6.324204086036698,-3.8246601347686937,1.0420702782493383,-6.874551083256664
TCGA-77-7337-01,TCGA.77.7337.01A.21R.2045.07,01,LUSC,,,,-23.993484195179555,-22.907748640976134,2.0790573852187006,-3.9616037169954583,1.0432461235126969,-6.1301257296598015
TCGA-37-A5EN-01,TCGA.37.A5EN.01A.21R.A26W.07,01,LUSC,,,,-21.837685513799805,-24.145891293390605,-0.5237121833150048,-4.198435445599352,1.1657931114587945,-6.156615468721157
TCGA-43-7657-01,TCGA.43.7657.01A.31R.2125.07,01,LUSC,,,,-24.918194481793297,-26.77046877200278,-1.0963136551804888,-4.068634904273589,1.262273465953821,-6.268105100594282
TCGA-43-5670-11,TCGA.43.5670.11A.01R.2125.07,11,LUSC,,,,4.912080743926104,-28.51334689063266,28.833206797717637,3.1489107647795134,1.0615859975231294,-10.367589360842082
TCGA-MF-A522-01,TCGA.MF.A522.01A.11R.A262.07,01,LUSC,,,,-22.83061953468368,-26.777682944621073,-5.374467241920105,-4.25502934960264,1.3399697299762394,-5.8579271613279404
TCGA-58-A46J-01,TCGA.58.A46J.01A.11R.A24H.07,01,LUSC,,,,-24.420208275116394,-26.001618354953766,7.046965251829964,-3.6981810263359645,0.9586902961049582,-6.891512430146765
TCGA-43-8115-01,TCGA.43.8115.01A.11R.2247.07,01,LUSC,,,,-21.9987809062092,-21.862754780246092,4.764673951609732,-3.722185122211358,0.8529665224053742,-6.299844637820266
TCGA-85-8070-01,TCGA.85.8070.01A.11R.2247.07,01,LUSC,,,,-22.063220806062873,-27.390913130007952,1.2145649923012556,-4.058376061689287,1.2116377901778161,-6.547669078152771
TCGA-85-A513-01,TCGA.85.A513.01A.12R.A26W.07,01,LUSC,,,,-1.2233671344083037,-26.810162240358114,27.42227584218918,4.017884505338631,0.9842320498764896,-10.778099500122906
TCGA-46-6025-01,TCGA.46.6025.01A.11R.1820.07,01,LUSC,TCGA-46-6025,Classical,Lung squamous,-21.302857520850853,-25.444877782327342,2.3794263719858724,-3.9752546785679868,1.1523601423237742,-6.539110343164302
TCGA-63-A5MB-01,TCGA.63.A5MB.01A.11R.A26W.07,01,LUSC,,,,-20.404851353755852,-26.741873382152818,3.2276508064819582,-3.948765412516449,1.2117209703651346,-6.529722102236193
TCGA-33-AASJ-01,TCGA.33.AASJ.01A.11R.A405.07,01,LUSC,,,,-22.0366357272339,-26.585939916168314,-1.6672780469806483,-4.1488108387144935,1.2144432238431029,-6.295600109286213
TCGA-94-A5I6-01,TCGA.94.A5I6.01A.21R.A27Q.07,01,LUSC,,,,-23.487820450916495,-25.983146259305233,-1.9967116863558283,-4.124175470648066,1.2904779073966677,-6.213137664831161
TCGA-NK-A5CT-01,TCGA.NK.A5CT.01A.31R.A26W.07,01,LUSC,,,,-25.759341579384028,-23.824205275142415,7.843004837651693,-3.5175902248062623,0.8722050664115287,-6.582359668625862
TCGA-34-5234-01,TCGA.34.5234.01A.01R.1635.07,01,LUSC,TCGA-34-5234,Secretory,Lung squamous,-21.965122919714183,-24.856060780284494,8.618879528695345,-3.528370220869694,0.8949134355522878,-6.7562904648884174
TCGA-O2-A5IB-01,TCGA.O2.A5IB.01A.11R.A27Q.07,01,LUSC,,,,-18.592340357255683,-14.433791349088315,12.878201077150017,-3.339215841111692,-0.016963449471933956,-5.831208756729461
TCGA-60-2697-01,TCGA.60.2697.01A.11R.2125.07,01,LUSC,,,,-0.9133194512319436,-27.54129465591243,24.94513197514208,3.763138096439826,1.2247038212379606,-10.430935907160999
TCGA-77-8007-01,TCGA.77.8007.01A.11R.2187.07,01,LUSC,,,,-4.146580215327534,-23.531049779930726,24.35123836745781,4.335924476144993,1.0593094174332727,-10.49219625744021
TCGA-58-A46N-01,TCGA.58.A46N.01A.11R.A24H.07,01,LUSC,,,,-22.37488942445824,-26.402570522973743,-2.847095920212022,-4.285149764595862,1.318698139397424,-6.002940246069275
TCGA-60-2711-01,TCGA.60.2711.01A.01R.0851.07,01,LUSC,TCGA-60-2711,Classical,Lung squamous,-23.816526582555397,-26.54733840801514,4.025593437006039,-3.935800112253903,1.0901730139229173,-6.744335263188408
TCGA-43-A474-01,TCGA.43.A474.01A.11R.A24H.07,01,LUSC,,,,-22.275362891432987,-27.271086661444656,-4.219155907182084,-4.3239529603703515,1.3539243789910824,-5.887369295658194
TCGA-L3-A4E7-01,TCGA.L3.A4E7.01A.11R.A24Z.07,01,LUSC,,,,-23.805432102174535,-25.34327317313597,7.837385408582065,-3.58488805201877,0.9266671279695188,-6.805791041311091
TCGA-60-2714-01,TCGA.60.2714.01A.01R.0851.07,01,LUSC,,,,-2.9623040105204743,-24.076776249186494,26.067566441427065,4.323459174513187,0.9907764992860388,-10.658054007016977
TCGA-77-6843-01,TCGA.77.6843.01A.11R.1949.07,01,LUSC,,,,-21.01161690464816,-27.154279413371828,2.2270430908467977,-4.014166983697487,1.2178362961782825,-6.449589389500065
TCGA-60-2696-01,TCGA.60.2696.01A.01R.0851.07,01,LUSC,,,,-24.656340943759474,-24.166824399152834,8.209324335559979,-3.491965271350265,0.8025223925251408,-6.583637040276656
TCGA-18-3408-01,TCGA.18.3408.01A.01R.0980.07,01,LUSC,TCGA-18-3408,Classical,Lung squamous,-22.29890459322139,-26.939331629864785,3.6552756008381153,-3.97915277584783,1.1455308388058447,-6.714024162789803
TCGA-34-2596-01,TCGA.34.2596.01A.01R.0851.07,01,LUSC,TCGA-34-2596,Classical,Lung squamous,-20.597252715674284,-26.55659545395157,2.805020823264578,-4.001554611796252,1.260462648735528,-6.4965550332035065
TCGA-92-7341-01,TCGA.92.7341.01A.31R.2045.07,01,LUSC,,,,-23.59742865742258,-25.655599204729132,-3.457938952685574,-4.229628904106327,1.343689071254255,-5.956936313610264
TCGA-21-5787-01,TCGA.21.5787.01A.01R.1635.07,01,LUSC,TCGA-21-5787,Secretory,Lung squamous,-2.9945581985026215,-27.593394746630825,20.91551381852302,3.9361219343799956,1.3733010154138845,-10.246698226477735
TCGA-O2-A52W-01,TCGA.O2.A52W.01A.11R.A26W.07,01,LUSC,,,,-24.254723950041914,-26.329400067741506,6.142878826240231,-3.7698366829005074,1.03252041653813,-6.911655485398474
TCGA-63-A5MS-01,TCGA.63.A5MS.01A.11R.A26W.07,01,LUSC,,,,-22.29479089333292,-22.998797096216308,6.842218580240771,-3.5687404573440604,0.812645935707241,-6.629067403600751
TCGA-66-2770-01,TCGA.66.2770.01A.01R.0851.07,01,LUSC,TCGA-66-2770,Classical,Lung squamous,-22.16739152425678,-25.302703077815337,3.526001429747284,-3.9546206264484263,1.159206645291884,-6.567521691858644
TCGA-43-3394-01,TCGA.43.3394.01A.01R.0980.07,01,LUSC,TCGA-43-3394,Classical,Lung squamous,-22.104742750735035,-25.561876326616943,4.847822384599734,-3.881155711446463,1.121215553946289,-6.697889650615177
TCGA-37-4135-01,TCGA.37.4135.01A.01R.1100.07,01,LUSC,TCGA-37-4135,Primitive,Lung squamous,-18.799615024021644,-15.028399495025894,12.561890603558822,-3.452342518558015,0.5822107671342883,-6.351745136952956
TCGA-85-8277-01,TCGA.85.8277.01A.11R.2296.07,01,LUSC,,,,-21.43088656399125,-26.247423549394483,2.3621603397868314,-4.053492927420915,1.25245340486971,-6.540412937692308
TCGA-56-5898-01,TCGA.56.5898.01A.11R.1635.07,01,LUSC,TCGA-56-5898,Classical,Lung squamous,-22.33934200487264,-25.21937975934008,6.313366396713874,-3.652394915979416,0.9679463864067925,-6.749050407605517
TCGA-33-4586-01,TCGA.33.4586.01A.01R.1443.07,01,LUSC,TCGA-33-4586,Classical,Lung squamous,-21.4944502272262,-25.779416411751185,2.62613306457927,-3.9882822378081886,1.1878122040439736,-6.581079548228879
TCGA-60-2703-01,TCGA.60.2703.01A.11R.2045.07,01,LUSC,,,,-22.682878434558027,-20.1088594934756,6.0739341796131,-3.541493522326013,0.7062013954000854,-6.347450691926655
TCGA-J1-A4AH-01,TCGA.J1.A4AH.01A.31R.A24H.07,01,LUSC,,,,-23.812725184588093,-26.18979773737091,-1.365142006229745,-4.1469773684554,1.3237925373938009,-6.170921706044238
TCGA-56-7823-11,TCGA.56.7823.11A.01R.2247.07,11,LUSC,,,,5.581906555314664,-27.236529153458644,29.045254435293476,3.148072724489034,0.94373455712748,-10.342831148615138
TCGA-77-7338-01,TCGA.77.7338.01A.11R.2045.07,01,LUSC,,,,-22.273520129080488,-25.135540904074453,4.75186898395431,-3.7823728583379683,1.1147326069559922,-6.680872193504092
TCGA-56-7730-01,TCGA.56.7730.01A.11R.2125.07,01,LUSC,,,,-20.702285052028056,-27.07357210426531,3.986901913290616,-3.8881467432663914,1.1271224514095992,-6.6196346442364
TCGA-56-7221-01,TCGA.56.7221.01A.11R.2045.07,01,LUSC,,,,-22.622586433226697,-26.099436859853487,6.21511549939631,-3.775046851233484,1.0628095973968532,-6.8359522692881205
TCGA-66-2780-01,TCGA.66.2780.01A.01R.0851.07,01,LUSC,TCGA-66-2780,Basal,Lung squamous,-25.004835075932014,-23.886686614212245,7.153754312467919,-3.6502565002648404,0.8838065163029298,-6.3120274471219
TCGA-33-AASB-01,TCGA.33.AASB.01A.11R.A405.07,01,LUSC,,,,-0.895478263724648,-28.529835805645227,21.137958366831477,3.907799820429311,1.4505223065789374,-10.27390639250237
TCGA-77-8008-01,TCGA.77.8008.01A.21R.2187.07,01,LUSC,,,,-25.498847785609353,-22.470163613386514,3.6133685564648483,-3.7622646556738433,0.9271011131427962,-6.2757565385969665
TCGA-66-2767-01,TCGA.66.2767.01A.01R.0851.07,01,LUSC,TCGA-66-2767,Secretory,Lung squamous,-22.185800434818248,-24.27454779614571,6.641050712229206,-3.623325733193651,0.9118077362973995,-6.67788025973384
TCGA-21-5786-01,TCGA.21.5786.01A.01R.1635.07,01,LUSC,TCGA-21-5786,Basal,Lung squamous,-22.956142918021897,-20.186272776513952,3.9805760895220996,-3.6743028981799966,0.7799025276772555,-6.0405692979770915
TCGA-33-4532-01,TCGA.33.4532.01A.01R.1201.07,01,LUSC,TCGA-33-4532,Classical,Lung squamous,-22.524614110487263,-27.229396076189968,5.956633340336038,-3.8682215063974255,1.089687507176176,-6.801351236235135
TCGA-66-2794-01,TCGA.66.2794.01A.01R.1201.07,01,LUSC,TCGA-66-2794,Classical,Lung squamous,-22.727823048807075,-26.635702640684645,2.563053110577629,-4.0649863556822385,1.202659176228872,-6.5130157483737925
TCGA-60-2725-01,TCGA.60.2725.01A.01R.1201.07,01,LUSC,TCGA-60-2725,Secretory,Lung squamous,-22.169784095298883,-24.060626840444975,6.870938749120766,-3.5437829283182123,0.864488048951208,-6.682321918525638
TCGA-18-3412-01,TCGA.18.3412.01A.01R.0980.07,01,LUSC,TCGA-18-3412,Classical,Lung squamous,-22.80282530243849,-26.946411996894348,5.7836756497944535,-3.8996495848901485,1.0690668929224538,-6.699040512706901
TCGA-77-8154-01,TCGA.77.8154.01A.11R.2247.07,01,LUSC,,,,-24.155898968077384,-27.120290925269202,6.364611905889836,-3.8039673888782097,1.0177167043051027,-6.847123567008221
TCGA-98-A539-01,TCGA.98.A539.01A.31R.A262.07,01,LUSC,,,,-21.36818002697037,-24.73639361636709,5.275620829769604,-3.7302805543383286,1.0854496971855057,-6.6197177760622194
TCGA-51-4081-01,TCGA.51.4081.01A.01R.1100.07,01,LUSC,TCGA-51-4081,Classical,Lung squamous,-23.148421875137167,-25.70986800898729,-3.4308968700268037,-4.268648090730251,1.3186154641232535,-5.99110774790546
TCGA-21-1077-01,TCGA.21.1077.01A.01R.0692.07,01,LUSC,TCGA-21-1077,Classical,Lung squamous,-22.12149040327127,-25.17679434131959,4.27407913980071,-3.910454506845686,1.1206734389198785,-6.5949243113677705
TCGA-NC-A5HJ-01,TCGA.NC.A5HJ.01A.11R.A26W.07,01,LUSC,,,,4.024918650352915,-27.89375540703819,27.58368075971437,3.297761415275832,1.100746400222118,-10.427553397923093
TCGA-90-A4EE-01,TCGA.90.A4EE.01A.11R.A24Z.07,01,LUSC,,,,-24.05569090438386,-17.83230249138746,6.519284128397357,-3.463811246438667,0.45735871174843634,-6.025563312024903
TCGA-77-8140-01,TCGA.77.8140.01A.11R.2247.07,01,LUSC,,,,-25.37111386439645,-27.078271415209706,5.738637064630124,-3.852985346456473,1.0715370496225565,-6.8489570636790456
TCGA-66-2785-01,TCGA.66.2785.01A.01R.0851.07,01,LUSC,TCGA-66-2785,Secretory,Lung squamous,-3.4091728024442105,-27.6763482739346,20.46362306759834,3.8111322169584945,1.350200347130138,-10.184488421224119
TCGA-56-8201-01,TCGA.56.8201.01A.11R.2247.07,01,LUSC,,,,-27.947001711377123,-12.210647715095,-14.611881889506709,-3.311401906492216,0.6589254642115973,-4.651018827909362
TCGA-85-8350-01,TCGA.85.8350.01A.11R.2296.07,01,LUSC,,,,-21.18252146997483,-22.660637996037668,7.333477027525931,-3.508945291354359,0.809459913663771,-6.657296046789789
TCGA-66-2790-01,TCGA.66.2790.01A.01R.0980.07,01,LUSC,,,,-20.948577855814893,-22.28298147328992,7.4485989359023,-3.4817485118907068,0.7604857681096661,-6.606331298635463
TCGA-77-A5G6-01,TCGA.77.A5G6.01A.11R.A27Q.07,01,LUSC,,,,-24.231091892414987,-27.06190270908654,5.682041213727651,-3.763639429434248,0.9831591037587986,-6.80581459706804
TCGA-60-2723-01,TCGA.60.2723.01A.01R.0851.07,01,LUSC,TCGA-60-2723,Classical,Lung squamous,-22.326986199989452,-26.805291089100734,3.772442366189185,-3.977536800260207,1.1550011638002384,-6.688249480857852
TCGA-66-2782-01,TCGA.66.2782.01A.01R.0851.07,01,LUSC,TCGA-66-2782,Basal,Lung squamous,-24.907148734395744,-24.131930906921937,7.460825697037303,-3.5209698884390708,0.7898196210337755,-6.523741676953404
TCGA-34-5927-01,TCGA.34.5927.01A.11R.1820.07,01,LUSC,TCGA-34-5927,Primitive,Lung squamous,-20.597610887083896,-22.275674515382686,5.998154454701407,-3.65302779598593,0.8332369041884559,-6.515679207887474
TCGA-22-5483-01,TCGA.22.5483.01A.01R.1820.07,01,LUSC,,,,-14.647444996004428,-21.741291322201683,7.716357930411413,-3.823752675496745,1.181397299788167,-6.291881536822343
TCGA-98-8021-01,TCGA.98.8021.01A.11R.2247.07,01,LUSC,,,,-21.0440945904856,-22.710073315977688,6.378414624949012,-3.603920340841805,0.8094002083079103,-6.549396872820475
TCGA-43-6770-01,TCGA.43.6770.01A.11R.1820.07,01,LUSC,TCGA-43-6770,Classical,Lung squamous,-22.55849548817214,-26.02088838817006,4.452678645842699,-3.9044709294609263,1.0887832653780858,-6.685894553113302
TCGA-56-5897-01,TCGA.56.5897.01A.11R.1635.07,01,LUSC,TCGA-56-5897,Basal,Lung squamous,-23.330984776699488,-23.860928059316677,2.8287069235695963,-3.8525115738849305,1.004941207615589,-6.349601762435852
TCGA-85-7710-11,TCGA.85.7710.11A.01R.2125.07,11,LUSC,,,,4.988729352865113,-26.678504753803427,28.94799493204529,3.2587057692967254,0.9755893108313245,-10.409933087046387
TCGA-77-8150-01,TCGA.77.8150.01A.11R.2247.07,01,LUSC,,,,-22.53899215474318,-26.19387516279066,2.152448109892657,-4.039806190656796,1.1917108151330824,-6.483924461098195
TCGA-58-A46K-01,TCGA.58.A46K.01A.11R.A24H.07,01,LUSC,,,,-21.65910436048833,-26.499431616330686,1.7245713040053725,-4.035738591506506,1.2214048354264384,-6.4283050166368465
TCGA-77-7139-01,TCGA.77.7139.01A.11R.2045.07,01,LUSC,,,,-22.7751830322219,-24.856413463827778,-0.8315086579990226,-4.186718818375988,1.2472591597950897,-6.131143726419332
TCGA-NC-A5HP-01,TCGA.NC.A5HP.01A.11R.A26W.07,01,LUSC,,,,-21.91994770789261,-24.028792755756275,4.142558936761141,-3.836516365441127,1.0054165902469152,-6.448261612297009
TCGA-66-2791-01,TCGA.66.2791.01A.01R.0980.07,01,LUSC,TCGA-66-2791,Classical,Lung squamous,-21.66042730898052,-25.425151043577596,3.232711515951024,-3.9758087002153815,1.1733200545222713,-6.512768941866334
TCGA-58-8387-01,TCGA.58.8387.01A.11R.2296.07,01,LUSC,,,,-24.881636567356903,-26.614262160186886,4.3788144093583385,-3.8852159885456525,1.032399736054756,-6.8129597177321175
TCGA-33-6737-01,TCGA.33.6737.01A.11R.1820.07,01,LUSC,TCGA-33-6737,Secretory,Lung squamous,-0.9662170944057219,-28.588800556573037,21.323657897420997,3.9228356089961935,1.472235323307224,-10.26185334750274
TCGA-33-AAS8-01,TCGA.33.AAS8.01A.11R.A405.07,01,LUSC,,,,-22.01376488205751,-27.54761301426861,3.756304922094029,-3.963869417034865,1.1483803456608235,-6.662882406925715
TCGA-94-7033-01,TCGA.94.7033.01A.11R.1949.07,01,LUSC,,,,-23.478160249867674,-26.210008345637164,7.363786952695544,-3.5931268225392037,0.9196398185920103,-6.789450392088404
TCGA-LA-A7SW-01,TCGA.LA.A7SW.01A.11R.A405.07,01,LUSC,,,,-25.13475892691052,-20.116017380594172,-11.218801905540706,-4.064338276189979,1.3650684474941261,-4.824434943720375
TCGA-77-A5G7-01,TCGA.77.A5G7.01B.11R.A27Q.07,01,LUSC,,,,-24.53770122192656,-26.64718356943542,5.508398459836195,-3.819247177385721,1.045289552983745,-6.869022332868832
TCGA-56-8201-11,TCGA.56.8201.11A.01R.2247.07,11,LUSC,,,,6.0712090339554425,-27.2966455501717,28.0530983398556,3.107631547511617,1.010548423082171,-10.318835186034928
TCGA-22-4613-01,TCGA.22.4613.01A.01R.1443.07,01,LUSC,TCGA-22-4613,Classical,Lung squamous,-23.87930643370695,-26.565575936992904,3.9606414907716743,-3.931147684267873,1.0739625875719994,-6.749616927298127
TCGA-21-1081-01,TCGA.21.1081.01A.01R.0692.07,01,LUSC,TCGA-21-1081,Basal,Lung squamous,-25.05872164948037,-24.39885089818487,3.489132361457652,-3.8245679725128388,1.0533746056981559,-6.64639998802495
TCGA-66-2795-01,TCGA.66.2795.01A.02R.0980.07,01,LUSC,TCGA-66-2795,Classical,Lung squamous,-21.492413468575183,-25.046685719385977,3.3047659467148027,-3.9371216476019733,1.1291558025415271,-6.507212480050324
TCGA-56-8083-01,TCGA.56.8083.01A.11R.2247.07,01,LUSC,,,,-19.56493670716683,-20.46703186797123,8.717506832454156,-3.4064002318781115,0.6538737117852446,-6.496982638674287
TCGA-66-2756-01,TCGA.66.2756.01A.01R.0851.07,01,LUSC,TCGA-66-2756,Primitive,Lung squamous,-0.781604532575325,-32.729373021986895,27.83127198866115,3.792795888579005,1.63869955665333,-10.823489008339868
TCGA-43-6647-01,TCGA.43.6647.01A.11R.1820.07,01,LUSC,TCGA-43-6647,Secretory,Lung squamous,-23.60196949475479,-21.299452171639064,5.503191704120927,-3.6490136564542457,0.7807153727981354,-6.255122710679088
TCGA-NC-A5HT-01,TCGA.NC.A5HT.01A.11R.A26W.07,01,LUSC,,,,-25.40916057870298,-26.070319242913307,8.450891803572235,-3.634810184216519,0.8814327292202477,-6.748423885828427
TCGA-39-5027-01,TCGA.39.5027.01A.21R.1820.07,01,LUSC,TCGA-39-5027,Classical,Lung squamous,-21.599828476616388,-26.644318109418933,5.352901329589093,-3.8491603901885645,1.167114240216958,-6.743057892291644
TCGA-85-8071-01,TCGA.85.8071.01A.11R.2247.07,01,LUSC,,,,-21.930859489615116,-27.58554478539962,-4.092892528351935,-4.343893990721012,1.2002763180941785,-5.904930060899986
TCGA-22-0944-01,TCGA.22.0944.01A.01R.0692.07,01,LUSC,TCGA-22-0944,Classical,Lung squamous,-22.859419126119413,-25.71828126463585,5.9973051330580285,-3.7850932539325792,1.0730224680078744,-6.677443272257876
TCGA-43-5670-01,TCGA.43.5670.01A.21R.2125.07,01,LUSC,,,,-22.67027512834323,-20.20036640462922,1.6100868609364372,-3.9530746653064766,0.9832721150199528,-5.627070968483523
TCGA-98-A538-01,TCGA.98.A538.01A.11R.A262.07,01,LUSC,,,,-25.77366957772197,-26.051064884948453,4.919334789464085,-3.830411973227251,0.9998845247579999,-6.688859504581532
TCGA-33-4587-01,TCGA.33.4587.01A.11R.2125.07,01,LUSC,,,,-18.63065717984813,-14.543332795446565,12.824051450526355,-3.3606637685580614,0.10289125074567783,-5.942311028461965
TCGA-O2-A52S-01,TCGA.O2.A52S.01A.11R.A262.07,01,LUSC,,,,-24.361973128827017,-26.724005891724723,-0.9286892555031643,-4.097955773926805,1.3042357661801176,-6.310947602018141
TCGA-77-8145-01,TCGA.77.8145.01A.11R.2247.07,01,LUSC,,,,-23.38322660649267,-23.75423651371247,4.7870356107097285,-3.85580777075791,1.025091397624499,-6.62451218300035
TCGA-22-5472-01,TCGA.22.5472.01A.01R.1635.07,01,LUSC,TCGA-22-5472,Basal,Lung squamous,-23.218787121804528,-25.333666691962236,8.109714185316495,-3.575961610262387,0.9178361021212647,-6.765630262321699
TCGA-34-2608-01,TCGA.34.2608.01A.02R.0851.07,01,LUSC,TCGA-34-2608,Secretory,Lung squamous,-22.05217240417209,-24.529618699546244,7.790535498148067,-3.5791024987162023,0.8725255423122871,-6.688559821709502
